state_code,county_code,site_number,latitude,longitude,parameter_code,validity_indicator,parameter,sample_duration,arithmetic_mean,units_of_measure,date_local,aqi
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.795833,Micrograms/cubic meter (LC),2020-06-15,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.7,Micrograms/cubic meter (LC),2020-06-15,21.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.979167,Micrograms/cubic meter (LC),2020-06-16,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.9,Micrograms/cubic meter (LC),2020-06-16,33.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.829167,Micrograms/cubic meter (LC),2020-06-17,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.8,Micrograms/cubic meter (LC),2020-06-17,49.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,9.833333,Micrograms/cubic meter (LC),2020-06-18,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,9.8,Micrograms/cubic meter (LC),2020-06-18,52.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,10.220833,Micrograms/cubic meter (LC),2020-06-19,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,10.2,Micrograms/cubic meter (LC),2020-06-19,53.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.045833,Micrograms/cubic meter (LC),2020-06-20,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.0,Micrograms/cubic meter (LC),2020-06-20,44.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.991667,Micrograms/cubic meter (LC),2020-06-21,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.9,Micrograms/cubic meter (LC),2020-06-21,22.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,2.425,Micrograms/cubic meter (LC),2020-06-22,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,2.4,Micrograms/cubic meter (LC),2020-06-22,13.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.329167,Micrograms/cubic meter (LC),2020-06-23,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.3,Micrograms/cubic meter (LC),2020-06-23,18.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.130435,Micrograms/cubic meter (LC),2020-06-24,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.1,Micrograms/cubic meter (LC),2020-06-24,17.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.429167,Micrograms/cubic meter (LC),2020-06-25,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.4,Micrograms/cubic meter (LC),2020-06-25,24.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.391667,Micrograms/cubic meter (LC),2020-06-26,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.3,Micrograms/cubic meter (LC),2020-06-26,24.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.808333,Micrograms/cubic meter (LC),2020-06-27,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.8,Micrograms/cubic meter (LC),2020-06-27,38.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.779167,Micrograms/cubic meter (LC),2020-06-28,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.7,Micrograms/cubic meter (LC),2020-06-28,43.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.879167,Micrograms/cubic meter (LC),2020-06-29,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.8,Micrograms/cubic meter (LC),2020-06-29,49.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.725,Micrograms/cubic meter (LC),2020-06-30,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.7,Micrograms/cubic meter (LC),2020-06-30,48.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,9.895833,Micrograms/cubic meter (LC),2020-07-01,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,9.8,Micrograms/cubic meter (LC),2020-07-01,52.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,10.104167,Micrograms/cubic meter (LC),2020-07-02,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,10.1,Micrograms/cubic meter (LC),2020-07-02,53.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,11.7875,Micrograms/cubic meter (LC),2020-07-03,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,11.7,Micrograms/cubic meter (LC),2020-07-03,56.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,17.354167,Micrograms/cubic meter (LC),2020-07-04,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,17.3,Micrograms/cubic meter (LC),2020-07-04,66.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,17.491667,Micrograms/cubic meter (LC),2020-07-05,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,17.4,Micrograms/cubic meter (LC),2020-07-05,66.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,10.2125,Micrograms/cubic meter (LC),2020-07-06,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,10.2,Micrograms/cubic meter (LC),2020-07-06,53.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.295455,Micrograms/cubic meter (LC),2020-07-07,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.2,Micrograms/cubic meter (LC),2020-07-07,46.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.191304,Micrograms/cubic meter (LC),2020-07-08,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.1,Micrograms/cubic meter (LC),2020-07-08,45.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.470833,Micrograms/cubic meter (LC),2020-07-09,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.4,Micrograms/cubic meter (LC),2020-07-09,47.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.9875,Micrograms/cubic meter (LC),2020-07-10,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.9,Micrograms/cubic meter (LC),2020-07-10,22.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.9625,Micrograms/cubic meter (LC),2020-07-11,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.9,Micrograms/cubic meter (LC),2020-07-11,22.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.916667,Micrograms/cubic meter (LC),2020-07-12,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.9,Micrograms/cubic meter (LC),2020-07-12,27.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.65,Micrograms/cubic meter (LC),2020-07-13,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.6,Micrograms/cubic meter (LC),2020-07-13,26.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.3875,Micrograms/cubic meter (LC),2020-07-14,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.3,Micrograms/cubic meter (LC),2020-07-14,24.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.204167,Micrograms/cubic meter (LC),2020-07-15,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.2,Micrograms/cubic meter (LC),2020-07-15,23.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.716667,Micrograms/cubic meter (LC),2020-07-16,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.7,Micrograms/cubic meter (LC),2020-07-16,21.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.740909,Micrograms/cubic meter (LC),2020-07-17,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.7,Micrograms/cubic meter (LC),2020-07-17,26.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,10.504167,Micrograms/cubic meter (LC),2020-07-18,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,10.5,Micrograms/cubic meter (LC),2020-07-18,54.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.554167,Micrograms/cubic meter (LC),2020-07-19,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.5,Micrograms/cubic meter (LC),2020-07-19,25.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.420833,Micrograms/cubic meter (LC),2020-07-20,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.4,Micrograms/cubic meter (LC),2020-07-20,19.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.579167,Micrograms/cubic meter (LC),2020-07-21,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.5,Micrograms/cubic meter (LC),2020-07-21,19.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.495652,Micrograms/cubic meter (LC),2020-07-22,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.4,Micrograms/cubic meter (LC),2020-07-22,19.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.904167,Micrograms/cubic meter (LC),2020-07-23,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.9,Micrograms/cubic meter (LC),2020-07-23,22.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.429167,Micrograms/cubic meter (LC),2020-07-24,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.4,Micrograms/cubic meter (LC),2020-07-24,24.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.308333,Micrograms/cubic meter (LC),2020-07-25,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.3,Micrograms/cubic meter (LC),2020-07-25,41.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.420833,Micrograms/cubic meter (LC),2020-07-26,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.4,Micrograms/cubic meter (LC),2020-07-26,36.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.075,Micrograms/cubic meter (LC),2020-07-27,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.0,Micrograms/cubic meter (LC),2020-07-27,17.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.604167,Micrograms/cubic meter (LC),2020-07-28,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.6,Micrograms/cubic meter (LC),2020-07-28,20.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.154167,Micrograms/cubic meter (LC),2020-07-29,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.1,Micrograms/cubic meter (LC),2020-07-29,28.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.7125,Micrograms/cubic meter (LC),2020-07-30,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.7,Micrograms/cubic meter (LC),2020-07-30,26.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.404167,Micrograms/cubic meter (LC),2020-07-31,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.4,Micrograms/cubic meter (LC),2020-07-31,30.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.0625,Micrograms/cubic meter (LC),2020-08-01,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.0,Micrograms/cubic meter (LC),2020-08-01,33.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.1125,Micrograms/cubic meter (LC),2020-08-02,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.1,Micrograms/cubic meter (LC),2020-08-02,23.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.1,Micrograms/cubic meter (LC),2020-08-03,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.1,Micrograms/cubic meter (LC),2020-08-03,17.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,2.8375,Micrograms/cubic meter (LC),2020-08-04,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,2.8,Micrograms/cubic meter (LC),2020-08-04,16.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.566667,Micrograms/cubic meter (LC),2020-08-05,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.5,Micrograms/cubic meter (LC),2020-08-05,25.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.430435,Micrograms/cubic meter (LC),2020-08-06,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.4,Micrograms/cubic meter (LC),2020-08-06,30.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.741667,Micrograms/cubic meter (LC),2020-08-07,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.7,Micrograms/cubic meter (LC),2020-08-07,32.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.454167,Micrograms/cubic meter (LC),2020-08-08,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.4,Micrograms/cubic meter (LC),2020-08-08,36.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.179167,Micrograms/cubic meter (LC),2020-08-09,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.1,Micrograms/cubic meter (LC),2020-08-09,39.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.7,Micrograms/cubic meter (LC),2020-08-10,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.7,Micrograms/cubic meter (LC),2020-08-10,43.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.9,Micrograms/cubic meter (LC),2020-08-11,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.9,Micrograms/cubic meter (LC),2020-08-11,22.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.808333,Micrograms/cubic meter (LC),2020-08-12,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.8,Micrograms/cubic meter (LC),2020-08-12,27.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.825,Micrograms/cubic meter (LC),2020-08-13,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.8,Micrograms/cubic meter (LC),2020-08-13,32.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.65,Micrograms/cubic meter (LC),2020-08-14,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,6.6,Micrograms/cubic meter (LC),2020-08-14,37.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.491667,Micrograms/cubic meter (LC),2020-08-15,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.4,Micrograms/cubic meter (LC),2020-08-15,30.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.333333,Micrograms/cubic meter (LC),2020-08-16,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.3,Micrograms/cubic meter (LC),2020-08-16,24.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.55,Micrograms/cubic meter (LC),2020-08-17,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.5,Micrograms/cubic meter (LC),2020-08-17,25.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.970833,Micrograms/cubic meter (LC),2020-08-18,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.9,Micrograms/cubic meter (LC),2020-08-18,27.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.429167,Micrograms/cubic meter (LC),2020-08-19,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.4,Micrograms/cubic meter (LC),2020-08-19,24.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.708333,Micrograms/cubic meter (LC),2020-08-20,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.7,Micrograms/cubic meter (LC),2020-08-20,26.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.779167,Micrograms/cubic meter (LC),2020-08-21,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.7,Micrograms/cubic meter (LC),2020-08-21,26.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,7.108333,Micrograms/cubic meter (LC),2020-08-22,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,7.1,Micrograms/cubic meter (LC),2020-08-22,39.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,9.370833,Micrograms/cubic meter (LC),2020-08-23,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,9.3,Micrograms/cubic meter (LC),2020-08-23,51.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,10.641667,Micrograms/cubic meter (LC),2020-08-24,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,10.6,Micrograms/cubic meter (LC),2020-08-24,54.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,9.216667,Micrograms/cubic meter (LC),2020-08-25,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,9.2,Micrograms/cubic meter (LC),2020-08-25,51.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,12.779167,Micrograms/cubic meter (LC),2020-08-26,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,12.7,Micrograms/cubic meter (LC),2020-08-26,58.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,8.491667,Micrograms/cubic meter (LC),2020-08-27,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,8.4,Micrograms/cubic meter (LC),2020-08-27,47.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.504167,Micrograms/cubic meter (LC),2020-08-28,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.5,Micrograms/cubic meter (LC),2020-08-28,25.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.5,Micrograms/cubic meter (LC),2020-08-29,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.5,Micrograms/cubic meter (LC),2020-08-29,25.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,2.733333,Micrograms/cubic meter (LC),2020-08-30,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,2.7,Micrograms/cubic meter (LC),2020-08-30,15.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.2125,Micrograms/cubic meter (LC),2020-08-31,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.2,Micrograms/cubic meter (LC),2020-08-31,23.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.466667,Micrograms/cubic meter (LC),2020-09-01,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.4,Micrograms/cubic meter (LC),2020-09-01,19.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.283333,Micrograms/cubic meter (LC),2020-09-02,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.2,Micrograms/cubic meter (LC),2020-09-02,23.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.8,Micrograms/cubic meter (LC),2020-09-03,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.8,Micrograms/cubic meter (LC),2020-09-03,21.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.083333,Micrograms/cubic meter (LC),2020-09-04,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.0,Micrograms/cubic meter (LC),2020-09-04,28.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,9.895833,Micrograms/cubic meter (LC),2020-09-05,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,9.8,Micrograms/cubic meter (LC),2020-09-05,52.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,5.458333,Micrograms/cubic meter (LC),2020-09-06,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,5.4,Micrograms/cubic meter (LC),2020-09-06,30.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,2.629167,Micrograms/cubic meter (LC),2020-09-07,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,2.6,Micrograms/cubic meter (LC),2020-09-07,14.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,2.183333,Micrograms/cubic meter (LC),2020-09-08,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,2.1,Micrograms/cubic meter (LC),2020-09-08,12.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,1.304167,Micrograms/cubic meter (LC),2020-09-09,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,1.3,Micrograms/cubic meter (LC),2020-09-09,7.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.020833,Micrograms/cubic meter (LC),2020-09-10,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.0,Micrograms/cubic meter (LC),2020-09-10,17.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,3.179167,Micrograms/cubic meter (LC),2020-09-11,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,3.1,Micrograms/cubic meter (LC),2020-09-11,17.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.0125,Micrograms/cubic meter (LC),2020-09-12,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.0,Micrograms/cubic meter (LC),2020-09-12,22.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,4.608333,Micrograms/cubic meter (LC),2020-09-13,
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,24-HR BLK AVG,4.6,Micrograms/cubic meter (LC),2020-09-13,26.0
55,025,0041,43.10101,-89.35768,88101,Y,PM2.5 - Local Conditions,1 HOUR,6.4,Micrograms/cubic meter (LC),2020-09-14,
